PWS_ID,PWS_Name,County_Name,Primary_Source,Population,Number_of_Facilities,Percent_Below_Poverty_Line,Percent_Minority,Owner_Type,Service_Connections_Count,Urban_Rural,Violations_Not_HealthBased,Violations_Yes_HealthBased,All_Violations
5040036,INDUSTRY BORO MUNI AUTH,Beaver,Ground water,1865,5,1.865583611,1.513722621,Local government,699,Rural,2,0,2
5040038,MIDLAND BORO MUNI AUTH,Beaver,Surface water,3100,3,11.95730099,33.72508939,Local government,1006,Urban,46,12,58
5040039,MONACA BORO WATER DEPT,Beaver,Ground water,6500,9,6.378429899,3.716924347,Local government,2476,Urban,33,0,33
5040044,OHIOVILLE BORO MUNI AUTH,Beaver,Ground water purchased,2645,7,4.161664062,4.340705108,Local government,998,Rural,3,3,6
5040048,FOREST BROOK MHP,Beaver,Surface water purchased,200,16,2.29120483,0.326959184,Private,131,Urban,1,0,1
5040049,WHISPERING WOODS,Beaver,Ground water,66,4,2.482561892,0,Private,38,Rural,8,0,8
5040050,PENN HILLS ESTATE OF ROCHESTER,Beaver,Ground water,27,7,2.271092831,0.244944672,Private,25,Urban,245,0,245
5040051,LITTLE CREEK ESTATES M H P,Beaver,Ground water,70,4,2.973799887,0,Private,35,Urban,6,0,6
5040055,VANPORT TWP MUNI AUTH,Beaver,Ground water,1450,9,3.381528598,2.471173403,Local government,314,Urban,0,0,0
5040056,SKY VIEW TERRACE,Beaver,Ground water,50,5,1.718178032,1.482424063,Private,30,Rural,29,1,30
5040059,GLASGOW MUNICIPAL WATER WORKS,Beaver,Ground water,55,5,3.938433132,5.243541127,Local government,19,Urban,59,1,60
5040063,CRESWELL HEIGHTS JT AUTH,Beaver,Ground water,15000,12,2.66138836,1.41717444,Local government,5714,Urban,3,1,4
5040078,COLE MOBILE HOME PARK,Beaver,Ground water,70,5,3.257005359,6.380770302,Private,40,Rural,27,1,28
5040080,BADEN BORO WATER DEPT,Beaver,Surface water purchased,4377,4,3.846846356,4.474401508,Local government,1644,Urban,13,0,13
5040085,NEW SEWICKLEY TWP MUNI AUTH,Beaver,Surface water purchased,2025,7,2.344300915,3.099070245,Local government,829,Urban,4,1,5
5040086,SHIPPINGPORT BORO WATER SYS,Beaver,Surface water purchased,222,3,2.44192215,4.503250619,Local government,97,Rural,6,2,8
5040087,MARION TWP WATER SYS,Beaver,Surface water purchased,700,4,5.827248006,1.725178977,Local government,121,Rural,4,0,4
5040847,LAKEVIEW PERSONAL CARE,Beaver,Ground water,101,6,3.201851897,5.853359802,Private,1,Rural,14,0,14
5100004,WOODBINE OAKS MHP,Butler,Ground water,80,7,2.65221755,4.626254912,Private,35,Rural,23,0,23
5100008,PORT O CALL MHP,Butler,Ground water,286,5,1.501204405,1.805359175,Public/Private,155,Rural,3,0,3
5100009,ROLLING VALLEY ESTATES,Butler,Ground water,180,6,4.032346193,6.842167888,Private,76,Urban,1,0,1
5100012,PA AMERICAN WATER CO BUTLER,Butler,Surface water,43044,10,4.405114134,6.650913731,Private,16871,Rural,0,0,0
5100015,PINEHURST MANOR MHP,Butler,Ground water,95,4,5.359927954,1.979828094,Private,50,Rural,1,0,1
5100016,HY VUE ACRES MHP,Butler,Ground water,82,5,4.757112806,4.068841626,Private,23,Rural,6,0,6
5100017,BEACON LITE MOBILE ESTATES,Butler,Ground water,120,4,4.518508157,1.608284021,Private,51,Rural,34,3,37
5100018,SANDY HILL ESTATES,Butler,Ground water,300,7,2.175345314,2.050634538,Private,111,Rural,68,1,69
5100025,CONCORDIA LUTHERAN HOME,Butler,Ground water,950,6,4.56572175,0.790636364,Private,5,Urban,13,1,14
5100026,BERNIES MOBILE HOME PARK,Butler,Ground water,170,4,5.045342273,2.474651054,Private,75,Urban,36,0,36
5100029,CHICORA BORO WATER SUPPLY,Butler,Ground water,1100,6,2.879120352,3.670477063,Local government,480,Rural,4,1,5
5100033,EVANS CITY BOROUGH,Butler,Surface water purchased,2400,7,1.491870802,2.481805498,Local government,769,Urban,9,2,11
5100036,COYLEVILLE MOBILE COURT,Butler,Ground water,98,5,3.68461635,1.886060109,Private,34,Rural,13,2,15
5100037,CRYSTAL SPRINGS MHP,Butler,Ground water,34,5,0.661376854,3.310731341,Private,14,Rural,7,2,9
5100040,PINE VALLEY ESTATES,Butler,Ground water,98,12,5.774644992,0.914186626,Private,78,Rural,65,1,66
5100042,HARMONY BORO WATER AUTH,Butler,Surface water,6669,6,5.473123521,0.882722041,Local government,647,Urban,11,0,11
5100043,PERRY LAKE ESTATES,Butler,Ground water,44,6,3.237295424,0,Private,22,Rural,39,1,40
5100045,AUTUMN GROVE CARE CENTER,Butler,Ground water,238,5,0,4.713173321,Private,1,Urban,1,0,1
5100049,MARS BOROUGH WATER WORKS,Butler,Ground water,1956,10,1.785472304,6.435057658,Local government,635,Urban,7,1,8
5100050,CRANBERRY VILLAGE MHP,Butler,Surface water purchased,324,5,3.395254783,10.2213474,Private,141,Urban,3,0,3
5100054,LAKE ARTHUR ESTATES,Butler,Ground water,460,7,1.802223534,0.260049838,Private,309,Rural,12,3,15
5100055,ROBINSONS MOBILE HOME PARK,Butler,Ground water,36,9,2.528461738,5.976275709,Private,46,Rural,489,0,489
5100062,E J GULICK MHP,Butler,Ground water,78,3,3.627276209,2.352482345,Private,43,Rural,8,1,9
5100063,FAIR WINDS,Butler,Ground water,182,10,3.093552011,2.888874973,Private,3,Rural,12,0,12
5100071,MAPLE MANOR MHP,Butler,Ground water,70,3,3.379299055,5.522490172,Private,30,Rural,14,1,15
5100079,SLIPPERY ROCK MUNI AUTH,Butler,Ground water,15778,9,15.29608442,10.66337666,Local government,1981,Urban,13,0,13
5100084,VILLA VISTA ESTATES,Butler,Ground water,230,8,2.155863854,0,Private,108,Urban,42,1,43
5100087,CUPEC MOBILE ESTATES,Butler,Ground water,68,3,5.143428692,3.331995675,Private,35,Rural,17,0,17
5100093,ZELIENOPLE BORO,Butler,Surface water purchased,4123,7,5.966873439,1.192040522,Local government,1815,Urban,30,0,30
5100094,CRANBERRY TWP WTP,Butler,Surface water purchased,36930,15,1.598625663,5.992481814,Local government,9900,Urban,1,0,1
5100099,MARION TWP WTP,Butler,Ground water,210,4,1.797751248,3.500234519,Local government,70,Rural,5,1,6
5100104,FRANKLIN MOBILE HOME VILLAGE,Butler,Ground water,150,7,3.429108915,6.360611044,Private,92,Urban,1,0,1
5100105,CORAL RIDGE ESTATES MHP,Butler,Ground water,200,5,2.130147296,5.094091131,Private,54,Urban,66,0,66
5100121,SUMMIT ACADEMY,Butler,Ground water,350,5,5.026766244,5.49369421,Private,4,Urban,12,2,14
5100125,PINE HAVEN HOME INC,Butler,Ground water,60,4,3.253341455,1.260116992,Private,5,Rural,48,0,48
5100126,WESLEYS HIDE AWAY MHP,Butler,Ground water,50,4,4.556185401,4.121637683,Private,22,Rural,1,0,1
5100127,CHICORA MEDICAL CENTER,Butler,Ground water,150,5,2.734066493,3.39559033,Private,1,Rural,31,0,31
5100132,COLONIAL GARDENS GUEST HOME,Butler,Ground water,28,3,1.555710548,3.072609218,Public/Private,1,Rural,38,0,38
5100133,CHERRY HILL CORP,Butler,Ground water,90,4,1.636833648,1.793900623,Private,1,Rural,8,1,9
5100135,SEVEN FIELDS BORO WATER DEPT,Butler,Surface water purchased,2800,4,1.112462787,9.686640805,Local government,1375,Urban,11,0,11
5100140,SUTTON MHP,Butler,Ground water,125,4,4.445972222,2.294932467,Private,50,Rural,39,0,39
5100141,MUNICIPAL WATER AUTH ADAMS TWP,Butler,Surface water purchased,8590,9,1.34686865,6.150263874,Local government,2800,Urban,1,0,1
5100143,YOUNGS MOBILE HOME PARK,Butler,Ground water,95,4,3.771806916,4.633621045,Private,37,Rural,6,0,6
5100145,STONEWORTH APTS WTP,Butler,Ground water,150,4,2.291575545,7.034101223,Private,5,Rural,62,0,62
5100147,PETROLEUM VALLEY RWA,Butler,Ground water purchased,2500,2,2.800932488,6.420394723,Local government,814,Rural,4,0,4
5100424,MEADOWS MANOR,Butler,Ground water,54,6,3.247282623,0.821133981,Private,3,Rural,13,2,15
5100869,BRADY HILLS MHP,Butler,Ground water,400,9,2.182757928,4.090027683,Private,175,Rural,8,1,9
5260004,BELLE VERNON BORO MUNI AUTH,Fayette,Surface water purchased,6000,6,4.154146207,4.96800571,Local government,2377,Urban,35,4,39
5260005,PA-AMERICAN WATER-BROWNSVILLE,Fayette,Surface water,11890,9,7.385810616,19.73224757,Private,5175,Rural,1,1,2
5260006,PLEASANT VALLEY WATER AUTH,Fayette,Surface water purchased,3630,8,4.849078106,0.766037314,Local government,1528,Rural,9,1,10
5260007,FAIRCHANCE BORO WATER DEPT,Fayette,Surface water,2174,8,6.49927145,4.417208148,Local government,1201,Urban,19,4,23
5260009,MUNI AUTH OF WASHINGTON TWP,Fayette,Surface water,9100,11,3.667767055,6.505623108,Local government,3321,Urban,11,5,16
5260011,INDIAN CREEK VALLEY WATER AUTH,Fayette,Surface water,7000,15,5.440518047,1.092545994,Local government,2566,Rural,102,0,102
5260013,MASONTOWN MUNI WATER WORKS,Fayette,Surface water purchased,4275,5,8.140600262,10.55146996,Local government,1875,Urban,9,1,10
5260014,NEWELL MUNI AUTH,Fayette,Surface water,520,3,4.662235231,9.028265461,Local government,264,Rural,21,2,23
5260017,POINT MARION BORO,Fayette,Surface water,1110,3,3.961919035,3.332476521,Local government,515,Rural,28,2,30
5260019,NORTH FAYETTE CNTY MUNI AUTH,Fayette,Surface water,35409,11,5.200483617,5.430894045,Local government,14698,Rural,2,0,2
5260020,PA-AMERICAN WATER- UNIONTOWN,Fayette,Surface water purchased,23125,13,6.810373266,6.511483817,Private,9132,Rural,0,0,0
5260022,PA-AMERICAN WATER CO-CONNELLSV,Fayette,Surface water purchased,11425,12,5.830468814,6.304008293,Private,4687,Urban,0,0,0
5260027,ALBERT GALLATIN MUNI AUTH,Fayette,Surface water,2905,3,4.831415036,1.781523912,Local government,1165,Rural,14,8,22
5260032,MOUNTAIN WATER ASSN,Fayette,Surface water purchased,3400,7,6.192246369,1.841942582,Private,1474,Rural,7,0,7
5260034,JEFFERSON TOWNSHIP AUTHORITY,Fayette,Surface water purchased,1266,6,2.505197468,1.961662728,Local government,523,Rural,18,1,19
5260042,NEW MEADOW RUN,Fayette,Ground water,300,4,5.357940676,0.699337076,Public/Private,17,Rural,5,1,6
5260043,SPRING VALLEY,Fayette,Ground water,250,3,5.361392497,2.365729371,Public/Private,17,Rural,6,0,6
5260045,NEMACOLIN WOODLANDS,Fayette,Ground water,1300,10,5.286343763,2.517213908,Private,42,Rural,16,0,16
5260048,NATIONAL PIKE WATER AUTH,Fayette,Ground water,2800,4,4.636349476,4.795154027,Local government,911,Rural,11,0,11
5300005,MUN AUTH BORO OF CARMICHAELS,Greene,Surface water,4700,5,5.567275551,5.569783692,Local government,1600,Rural,8,0,8
5300007,DUNKARD VALLEY JT MUNI AUTH,Greene,Surface water,1233,7,4.150371775,4.16164847,Local government,493,Rural,19,1,20
5300012,EAST DUNKARD WATER AUTHORITY,Greene,Surface water,3962,4,4.349029691,0,Local government,1803,Rural,28,0,28
5300015,MT MORRIS WATER & SEWAGE AUTH,Greene,Surface water purchased,1500,5,3.216507149,4.968697277,Local government,464,Rural,4,5,9
5300017,SOUTHWESTERN PA WATER AUTH,Greene,Surface water,40000,12,4.631442239,14.99862416,Local government,12187,Rural,5,2,7
5320006,BLAIRSVILLE MUNI AUTH,Indiana,Surface water,3600,7,5.094727607,6.314411139,Local government,1859,Urban,42,1,43
5320007,ICMSA CHERRYTREE,Indiana,Surface water,400,5,3.925826583,4.683518942,Local government,156,Rural,29,13,42
5320009,CLYMER BORO MUNI AUTH,Indiana,Ground water,1700,4,4.004623712,0,Local government,774,Rural,5,0,5
5320010,GREEN TWP MUN AUTH BARR SLOPE,Indiana,Ground water,285,5,4.028782225,0,Local government,77,Rural,45,0,45
5320011,GREEN TWP MUN AUTH-COMMODORE,Indiana,Ground water,350,5,6.394944891,4.187802773,Local government,128,Rural,91,0,91
5320016,GLEN CAMPBELL WATER WORKS,Indiana,Ground water,260,3,3.256781369,2.353422983,Local government,110,Rural,44,0,44
5320017,HILLSDALE NURSING AND REHAB,Indiana,Ground water,100,3,5.555248385,4.030209513,Private,1,Rural,7,0,7
5320025,PA AMERICAN WATER CO-INDIANA D,Indiana,Surface water,22360,3,6.755023654,7.477935052,Private,7500,Urban,1,0,1
5320029,GREEN TOWNSHIP MA COOKPORT,Indiana,Ground water,285,4,6.364845222,4.039362859,Local government,150,Rural,235,0,235
5320034,ICMSA ROSSITER,Indiana,Surface water,500,3,3.166705422,1.363090776,Local government,183,Rural,5,4,9
5320040,CENTRAL INDIANA CO WATER AUTH,Indiana,Surface water,4635,3,3.226600437,3.648662597,Local government,2135,Urban,6,0,6
5320041,ICMSA ARCADIA,Indiana,Surface water,100,4,4.250917244,2.237652318,Local government,29,Rural,10,9,19
5320042,ICMSA  PINE TOWNSHIP,Indiana,Ground water,1932,5,4.425235582,5.176287252,Local government,416,Rural,8,2,10
5320046,ICMSA LUCERNE,Indiana,Surface water purchased,625,2,3.297193311,3.134251524,Local government,248,Rural,4,0,4
5320048,ICMSA COY,Indiana,Surface water purchased,650,2,4.749533085,3.888643983,Local government,260,Rural,4,0,4
5320109,ICMSA  CROOKED CREEK,Indiana,Surface water,9400,14,4.34587989,5.120273306,Local government,2921,Rural,41,0,41
5320332,CRYSTAL WATERS PERSONAL CARE,Indiana,Ground water,80,3,2.371896848,0,Private,1,Rural,89,4,93
5630030,BENTLEYVILLE MUNI AUTH,Washington,Surface water purchased,2600,3,6.225789507,6.065224421,Local government,1087,Rural,8,0,8
5630039,AUTH OF BORO OF CHARLEROI,Washington,Surface water,27000,12,4.583967174,9.972674515,Local government,12305,Rural,62,8,70
5630044,ELLSWORTH BORO WATER DEPT,Washington,Surface water purchased,1250,6,4.949487266,5.094609534,Local government,541,Urban,23,5,28
5630045,TRI CNTY JT MUNI AUTH,Washington,Surface water,10100,4,4.520422884,2.932217667,Local government,3400,Rural,93,41,134
5630050,MARIANNA MUNI WATER WORKS,Washington,Surface water purchased,450,5,4.881094325,5.673663421,Local government,238,Rural,15,1,16
5630068,DONEGAL TOWNSHIP,Washington,Surface water purchased,820,2,3.10873226,6.672244323,Local government,306,Rural,16,6,22
5650012,LITTLE ACRES MHP,Westmoreland,Ground water,30,5,3.277587693,6.539957177,Private,16,Rural,23,0,23
5650017,SUN DIAL VILLAGE MHP,Westmoreland,Ground water,90,5,1.41880168,1.712910484,Private,53,Rural,89,0,89
5650021,PINEVIEW MANOR MHP,Westmoreland,Ground water,100,4,5.900441574,2.700616095,Private,56,Urban,38,0,38
5650026,PINE GARDEN APARTMENTS,Westmoreland,Ground water,40,6,1.675575653,1.186580754,Private,30,Rural,27,2,29
5650032,MAWC SWEENEY PLANT,Westmoreland,Surface water,150000,8,4.813212567,11.9266124,Local government,43228,Rural,15,0,15
5650036,TORRANCE STATE HOSPITAL,Westmoreland,Surface water,997,4,6.885648255,11.37966088,State government,26,Rural,23,0,23
5650042,MEADOWS MOBILE HOME PARK,Westmoreland,Ground water,250,3,2.117004762,1.35036174,Private,119,Rural,81,6,87
5650049,DERRY BORO MUNI AUTH,Westmoreland,Surface water,6500,6,4.435777331,6.061757225,Local government,2538,Rural,10,0,10
5650060,LATROBE MUNI AUTH,Westmoreland,Surface water,30000,5,4.478043566,4.884789572,Local government,7756,Urban,11,0,11
5650069,HIGHRIDGE WATER AUTH,Westmoreland,Surface water,16000,11,4.058385562,2.851590378,Local government,2850,Rural,4,1,5
5650070,NEW KENSINGTON MUNI AUTH,Westmoreland,Surface water,47800,3,4.104472003,4.298353966,Local government,13831,Rural,4,0,4
5650080,LIGONIER TWP MUNI AUTH,Westmoreland,Surface water,3293,4,1.793170684,1.261199822,Local government,1317,Rural,4,0,4
5650081,YOUNGSTOWN BORO MUNI AUTH,Westmoreland,Surface water purchased,2715,3,6.502032053,3.474632043,Local government,821,Urban,12,0,12
5650095,HILLVIEW ESTATES,Westmoreland,Ground water,40,3,3.55158852,5.6943787,Private,23,Rural,267,0,267
5650098,FAIRFIELD MANOR MHP,Westmoreland,Ground water,92,4,2.199525447,2.131264628,Private,38,Rural,44,0,44
6120001,DRIFTWOOD BOROUGH,Cameron,Surface water,258,7,2.947700702,0,Local government,123,Rural,57,7,64
6120002,EMPORIUM WATER COMPANY,Cameron,Surface water,3300,5,4.078304681,3.817879166,Private,1608,Urban,46,3,49
6160001,PA AMERICAN WATER CO CLARION,Clarion,Surface water,16600,4,5.007135617,6.092339046,Private,4350,Rural,0,0,0
6160003,EAST BRADY WATER SYSTEM,Clarion,Ground water,1040,6,2.59053703,6.520418942,Local government,410,Rural,3,0,3
6160004,FOXBURG AREA WATER & SEWER AUT,Clarion,Ground water,925,6,2.61770954,4.883359655,Local government,116,Rural,28,0,28
6160005,KNOX WATER WORKS,Clarion,Ground water,1380,7,2.447210152,1.810799011,Local government,633,Rural,4,0,4
6160010,REDBANK VALLEY MUN AUTH,Clarion,Surface water,3150,6,3.462481832,4.839695751,Local government,1066,Rural,14,7,21
6160011,PERRYVILLE WATER ASSOCIATION,Clarion,Ground water,120,6,2.554435449,4.684371002,Private,67,Rural,5,1,6
6160012,RIMERSBURG BORO MUNI AUTH,Clarion,Ground water purchased,1873,3,3.094593836,1.888411931,Local government,797,Rural,1,0,1
6160013,ST PETERSBURG MUNICIPAL WATER,Clarion,Surface water,465,5,2.643396676,4.302214942,Local government,195,Rural,37,5,42
6160020,HARTZELL MOBILEHOME PARK,Clarion,Ground water,80,4,3.449451746,0,Private,43,Rural,22,0,22
6160026,HAWTHORN REDBANK REDBANK MA,Clarion,Surface water,1500,6,2.616743158,2.752599502,Local government,466,Rural,19,2,21
6160027,CORNER WATER SUPPLY & SERVICE,Clarion,Ground water,2200,4,1.702700521,6.617995889,Private,380,Urban,1,0,1
6160030,FRYBURG WATER COMPANY,Clarion,Ground water,490,4,1.712541041,3.470975586,Private,187,Rural,0,0,0
6160039,LUCINDA WATER CO,Clarion,Ground water,300,4,2.407901858,3.586741978,Private,55,Rural,1,0,1
6160043,FARMINGTON TOWNSHIP,Clarion,Surface water purchased,1150,3,6.098292013,0,Local government,460,Rural,7,0,7
6170004,BURNSIDE BORO WATER SYSTEM,Clearfield,Ground water,325,10,3.297072616,2.21121163,Local government,128,Rural,51,0,51
6170008,CLEARFIELD MUNICIPAL AUTH,Clearfield,Surface water,14000,12,4.2788808,2.522384127,Local government,5551,Rural,7,2,9
6170013,PIKE TWP MUNICIPAL AUTHORITY,Clearfield,Surface water,4500,8,3.935631878,3.347208171,Local government,1956,Rural,7,0,7
6170016,CITY OF DUBOIS WATER DEPART,Clearfield,Surface water,7500,3,4.946547888,6.768829685,Local government,4382,Urban,5,0,5
6170018,COUNTRY PLACE MHP,Clearfield,Ground water,225,7,2.169542427,4.572184884,Private,90,Rural,28,1,29
6170021,GRAMPIAN BORO PENN TWP MA,Clearfield,Surface water purchased,1400,3,3.16759606,2.343678032,Local government,485,Rural,0,0,0
6170023,HOUTZDALE MUNICIPAL AUTHORITY,Clearfield,Surface water,8410,13,3.279729477,25.50175122,Local government,2729,Rural,5,0,5
6170024,HUSTON TWP MUNI AUTH,Clearfield,Surface water purchased,960,7,3.20633623,2.950767039,Local government,320,Rural,3,0,3
6170025,IRVONA MUNICIPAL AUTHORITY,Clearfield,Surface water,1980,6,3.744309693,0,Local government,581,Rural,51,0,51
6170034,UNION TWP MUNICIPAL AUTHORITY,Clearfield,Surface water purchased,450,4,3.04212696,4.660383306,Local government,240,Rural,0,0,0
6170036,BRADY TWP WATER ASSOCIATION,Clearfield,Ground water,1570,7,3.000598332,0.585816662,Private,900,Rural,1,1,2
6170040,WESTOVER MUNICIPAL AUTHORITY,Clearfield,Surface water,456,3,2.852981026,1.61633466,Local government,160,Rural,104,3,107
6170041,COOPER TWP MUNICIPAL AUTH,Clearfield,Surface water,3700,5,4.57572275,0,Local government,1545,Rural,22,0,22
6170045,COVINGTON KARTHAUS GIRARD A A,Clearfield,Ground water,1700,6,3.725700855,6.151886339,Local government,670,Rural,9,0,9
6170048,AQUA PA INC TREASURE LAKE DIV,Clearfield,Ground water,4155,20,2.759484137,3.664018198,Private,1869,Rural,6,1,7
6170052,BECCARIA COALPORT IRVONA M A,Clearfield,Ground water,1850,4,3.773016655,5.997311453,Local government,646,Rural,6,0,6
6170053,SANDY TOWNSHIP,Clearfield,Surface water purchased,1828,2,5.098056697,0.907694678,Local government,800,Rural,3,0,3
6170345,QUEHANNA MOTIVATIONAL BOOTCAMP,Clearfield,Ground water,430,4,3.523064942,14.97456225,State government,5,Rural,24,0,24
6200002,MITCHELL LAKE MOBILE HOME PARK,Crawford,Ground water,100,7,3.242462074,10.5589798,Private,75,Rural,5,0,5
6200003,CAMBRIDGE AREA JOINT AUTH,Crawford,Surface water purchased,225,13,2.373559667,8.925620451,Local government,84,Rural,6,1,7
6200004,CAMBRIDGE SPRINGS BOROUGH,Crawford,Surface water,2363,3,2.567088815,9.754207731,Local government,713,Urban,25,0,25
6200006,SUGARCREEK MHP,Crawford,Ground water,50,5,1.401146726,5.688194878,Private,24,Rural,59,0,59
6200008,COCHRANTON BORO WATER DEPT,Crawford,Ground water,1400,6,1.248086916,5.546880598,Local government,583,Rural,10,0,10
6200010,HARDWOOD ESTATES,Crawford,Ground water,61,3,3.480719997,4.243612823,Private,29,Urban,282,3,285
6200013,PENN LAKE VILLAGE MHP,Crawford,Ground water,50,3,3.625910235,5.041696352,Private,47,Rural,19,2,21
6200014,AQUA PA CRAWFORD DIV,Crawford,Ground water,1240,8,3.711556031,4.851037374,Private,1152,Urban,0,1,1
6200015,CONNEAUT LAKE BOROUGH WTP,Crawford,Ground water,780,5,3.446678382,5.186061851,Local government,380,Urban,4,0,4
