PWS_ID,PWS_Name,County_Name,Primary_Source,Population,Number_of_Facilities,Percent_Minority,Percent_Below_Poverty_Line,Owner_Type,Service_Connections_Count,Urban_Rural,Violations_Not_HealthBased,Violations_Yes_HealthBased,All_Violations
5100016,HY VUE ACRES MHP,Butler,Ground water,82,5,4.7,9.1,Private,23,Urban,6,0,6
5100017,BEACON LITE MOBILE ESTATES,Butler,Ground water,120,4,4.7,9.1,Private,51,Urban,34,3,37
5100018,SANDY HILL ESTATES,Butler,Ground water,300,7,4.7,9.1,Private,111,Urban,68,1,69
5100025,CONCORDIA LUTHERAN HOME,Butler,Ground water,950,6,4.7,9.1,Private,5,Urban,13,1,14
5100026,BERNIES MOBILE HOME PARK,Butler,Ground water,170,4,4.7,9.1,Private,75,Urban,36,0,36
5100029,CHICORA BORO WATER SUPPLY,Butler,Ground water,1100,6,4.7,9.1,Local government,480,Urban,4,1,5
5100033,EVANS CITY BOROUGH,Butler,Surface water purchased,2400,7,4.7,9.1,Local government,769,Urban,9,2,11
5100036,COYLEVILLE MOBILE COURT,Butler,Ground water,98,5,4.7,9.1,Private,34,Urban,13,2,15
5100037,CRYSTAL SPRINGS MHP,Butler,Ground water,34,5,4.7,9.1,Private,14,Urban,7,2,9
5100040,PINE VALLEY ESTATES,Butler,Ground water,98,12,4.7,9.1,Private,78,Urban,65,1,66
5100042,HARMONY BORO WATER AUTH,Butler,Surface water,6669,6,4.7,9.1,Local government,647,Urban,11,0,11
5100043,PERRY LAKE ESTATES,Butler,Ground water,44,6,4.7,9.1,Private,22,Urban,39,1,40
5100045,AUTUMN GROVE CARE CENTER,Butler,Ground water,238,5,4.7,9.1,Private,1,Urban,1,0,1
5100049,MARS BOROUGH WATER WORKS,Butler,Ground water,1956,10,4.7,9.1,Local government,635,Urban,7,1,8
5100050,CRANBERRY VILLAGE MHP,Butler,Surface water purchased,324,5,4.7,9.1,Private,141,Urban,3,0,3
5100054,LAKE ARTHUR ESTATES,Butler,Ground water,460,7,4.7,9.1,Private,309,Urban,12,3,15
5100055,ROBINSONS MOBILE HOME PARK,Butler,Ground water,36,9,4.7,9.1,Private,46,Urban,489,0,489
5100062,E J GULICK MHP,Butler,Ground water,78,3,4.7,9.1,Private,43,Urban,8,1,9
5100063,FAIR WINDS,Butler,Ground water,182,10,4.7,9.1,Private,3,Urban,12,0,12
5100071,MAPLE MANOR MHP,Butler,Ground water,70,3,4.7,9.1,Private,30,Urban,14,1,15
5100079,SLIPPERY ROCK MUNI AUTH,Butler,Ground water,15778,9,4.7,9.1,Local government,1981,Urban,13,0,13
5100084,VILLA VISTA ESTATES,Butler,Ground water,230,8,4.7,9.1,Private,108,Urban,42,1,43
5100087,CUPEC MOBILE ESTATES,Butler,Ground water,68,3,4.7,9.1,Private,35,Urban,17,0,17
5100093,ZELIENOPLE BORO,Butler,Surface water purchased,4123,7,4.7,9.1,Local government,1815,Urban,30,0,30
5100094,CRANBERRY TWP WTP,Butler,Surface water purchased,36930,15,4.7,9.1,Local government,9900,Urban,1,0,1
5100099,MARION TWP WTP,Butler,Ground water,210,4,4.7,9.1,Local government,70,Urban,5,1,6
5100104,FRANKLIN MOBILE HOME VILLAGE,Butler,Ground water,150,7,4.7,9.1,Private,92,Urban,1,0,1
5100105,CORAL RIDGE ESTATES MHP,Butler,Ground water,200,5,4.7,9.1,Private,54,Urban,66,0,66
5100121,SUMMIT ACADEMY,Butler,Ground water,350,5,4.7,9.1,Private,4,Urban,12,2,14
5100125,PINE HAVEN HOME INC,Butler,Ground water,60,4,4.7,9.1,Private,5,Urban,48,0,48
5100126,WESLEYS HIDE AWAY MHP,Butler,Ground water,50,4,4.7,9.1,Private,22,Urban,1,0,1
5100127,CHICORA MEDICAL CENTER,Butler,Ground water,150,5,4.7,9.1,Private,1,Urban,31,0,31
5100132,COLONIAL GARDENS GUEST HOME,Butler,Ground water,28,3,4.7,9.1,Public/Private,1,Urban,38,0,38
5100133,CHERRY HILL CORP,Butler,Ground water,90,4,4.7,9.1,Private,1,Urban,8,1,9
5100135,SEVEN FIELDS BORO WATER DEPT,Butler,Surface water purchased,2800,4,4.7,9.1,Local government,1375,Urban,11,0,11
5100140,SUTTON MHP,Butler,Ground water,125,4,4.7,9.1,Private,50,Urban,39,0,39
5100141,MUNICIPAL WATER AUTH ADAMS TWP,Butler,Surface water purchased,8590,9,4.7,9.1,Local government,2800,Urban,1,0,1
5100143,YOUNGS MOBILE HOME PARK,Butler,Ground water,95,4,4.7,9.1,Private,37,Urban,6,0,6
5100145,STONEWORTH APTS WTP,Butler,Ground water,150,4,4.7,9.1,Private,5,Urban,62,0,62
5100147,PETROLEUM VALLEY RWA,Butler,Ground water purchased,2500,2,4.7,9.1,Local government,814,Urban,4,0,4
5100424,MEADOWS MANOR,Butler,Ground water,54,6,4.7,9.1,Private,3,Urban,13,2,15
5100869,BRADY HILLS MHP,Butler,Ground water,400,9,4.7,9.1,Private,175,Urban,8,1,9
5260004,BELLE VERNON BORO MUNI AUTH,Fayette,Surface water purchased,6000,6,7.6,19.3,Local government,2377,Urban,35,4,39
5260005,PA-AMERICAN WATER-BROWNSVILLE,Fayette,Surface water,11890,9,7.6,19.3,Private,5175,Urban,1,1,2
5260006,PLEASANT VALLEY WATER AUTH,Fayette,Surface water purchased,3630,8,7.6,19.3,Local government,1528,Urban,9,1,10
5260007,FAIRCHANCE BORO WATER DEPT,Fayette,Surface water,2174,8,7.6,19.3,Local government,1201,Urban,19,4,23
5260009,MUNI AUTH OF WASHINGTON TWP,Fayette,Surface water,9100,11,7.6,19.3,Local government,3321,Urban,11,5,16
5260011,INDIAN CREEK VALLEY WATER AUTH,Fayette,Surface water,7000,15,7.6,19.3,Local government,2566,Urban,102,0,102
5260013,MASONTOWN MUNI WATER WORKS,Fayette,Surface water purchased,4275,5,7.6,19.3,Local government,1875,Urban,9,1,10
5260014,NEWELL MUNI AUTH,Fayette,Surface water,520,3,7.6,19.3,Local government,264,Urban,21,2,23
5260017,POINT MARION BORO,Fayette,Surface water,1110,3,7.6,19.3,Local government,515,Urban,28,2,30
5260019,NORTH FAYETTE CNTY MUNI AUTH,Fayette,Surface water,35409,11,7.6,19.3,Local government,14698,Urban,2,0,2
5260020,PA-AMERICAN WATER- UNIONTOWN,Fayette,Surface water purchased,23125,13,7.6,19.3,Private,9132,Urban,0,0,0
5260022,PA-AMERICAN WATER CO-CONNELLSV,Fayette,Surface water purchased,11425,12,7.6,19.3,Private,4687,Urban,0,0,0
5260027,ALBERT GALLATIN MUNI AUTH,Fayette,Surface water,2905,3,7.6,19.3,Local government,1165,Urban,14,8,22
5260032,MOUNTAIN WATER ASSN,Fayette,Surface water purchased,3400,7,7.6,19.3,Private,1474,Urban,7,0,7
5260034,JEFFERSON TOWNSHIP AUTHORITY,Fayette,Surface water purchased,1266,6,7.6,19.3,Local government,523,Urban,18,1,19
5260042,NEW MEADOW RUN,Fayette,Ground water,300,4,7.6,19.3,Public/Private,17,Urban,5,1,6
5260043,SPRING VALLEY,Fayette,Ground water,250,3,7.6,19.3,Public/Private,17,Urban,6,0,6
5260045,NEMACOLIN WOODLANDS,Fayette,Ground water,1300,10,7.6,19.3,Private,42,Urban,16,0,16
5260048,NATIONAL PIKE WATER AUTH,Fayette,Ground water,2800,4,7.6,19.3,Local government,911,Urban,11,0,11
5300005,MUN AUTH BORO OF CARMICHAELS,Greene,Surface water,4700,5,8.8,13.9,Local government,1600,Rural,8,0,8
5300007,DUNKARD VALLEY JT MUNI AUTH,Greene,Surface water,1233,7,8.8,13.9,Local government,493,Rural,19,1,20
5300012,EAST DUNKARD WATER AUTHORITY,Greene,Surface water,3962,4,8.8,13.9,Local government,1803,Rural,28,0,28
5300015,MT MORRIS WATER & SEWAGE AUTH,Greene,Surface water purchased,1500,5,8.8,13.9,Local government,464,Rural,4,5,9
5300017,SOUTHWESTERN PA WATER AUTH,Greene,Surface water,40000,12,8.8,13.9,Local government,12187,Rural,5,2,7
5320006,BLAIRSVILLE MUNI AUTH,Indiana,Surface water,3600,7,6.1,17.3,Local government,1859,Rural,42,1,43
5320007,ICMSA CHERRYTREE,Indiana,Surface water,400,5,6.1,17.3,Local government,156,Rural,29,13,42
5320009,CLYMER BORO MUNI AUTH,Indiana,Ground water,1700,4,6.1,17.3,Local government,774,Rural,5,0,5
5320010,GREEN TWP MUN AUTH BARR SLOPE,Indiana,Ground water,285,5,6.1,17.3,Local government,77,Rural,45,0,45
5320011,GREEN TWP MUN AUTH-COMMODORE,Indiana,Ground water,350,5,6.1,17.3,Local government,128,Rural,91,0,91
5320016,GLEN CAMPBELL WATER WORKS,Indiana,Ground water,260,3,6.1,17.3,Local government,110,Rural,44,0,44
5320017,HILLSDALE NURSING AND REHAB,Indiana,Ground water,100,3,6.1,17.3,Private,1,Rural,7,0,7
5320025,PA AMERICAN WATER CO-INDIANA D,Indiana,Surface water,22360,3,6.1,17.3,Private,7500,Rural,1,0,1
5320029,GREEN TOWNSHIP MA COOKPORT,Indiana,Ground water,285,4,6.1,17.3,Local government,150,Rural,235,0,235
5320034,ICMSA ROSSITER,Indiana,Surface water,500,3,6.1,17.3,Local government,183,Rural,5,4,9
5320040,CENTRAL INDIANA CO WATER AUTH,Indiana,Surface water,4635,3,6.1,17.3,Local government,2135,Rural,6,0,6
5320041,ICMSA ARCADIA,Indiana,Surface water,100,4,6.1,17.3,Local government,29,Rural,10,9,19
5320042,ICMSA  PINE TOWNSHIP,Indiana,Ground water,1932,5,6.1,17.3,Local government,416,Rural,8,2,10
5320046,ICMSA LUCERNE,Indiana,Surface water purchased,625,2,6.1,17.3,Local government,248,Rural,4,0,4
5320048,ICMSA COY,Indiana,Surface water purchased,650,2,6.1,17.3,Local government,260,Rural,4,0,4
5320109,ICMSA  CROOKED CREEK,Indiana,Surface water,9400,14,6.1,17.3,Local government,2921,Rural,41,0,41
5320332,CRYSTAL WATERS PERSONAL CARE,Indiana,Ground water,80,3,6.1,17.3,Private,1,Rural,89,4,93
5630030,BENTLEYVILLE MUNI AUTH,Washington,Surface water purchased,2600,3,7.1,10.4,Local government,1087,Urban,8,0,8
5630039,AUTH OF BORO OF CHARLEROI,Washington,Surface water,27000,12,7.1,10.4,Local government,12305,Urban,62,8,70
5630044,ELLSWORTH BORO WATER DEPT,Washington,Surface water purchased,1250,6,7.1,10.4,Local government,541,Urban,23,5,28
5630045,TRI CNTY JT MUNI AUTH,Washington,Surface water,10100,4,7.1,10.4,Local government,3400,Urban,93,41,134
5630050,MARIANNA MUNI WATER WORKS,Washington,Surface water purchased,450,5,7.1,10.4,Local government,238,Urban,15,1,16
5630068,DONEGAL TOWNSHIP,Washington,Surface water purchased,820,2,7.1,10.4,Local government,306,Urban,16,6,22
5650012,LITTLE ACRES MHP,Westmoreland,Ground water,30,5,5.7,10.4,Private,16,Urban,23,0,23
5650017,SUN DIAL VILLAGE MHP,Westmoreland,Ground water,90,5,5.7,10.4,Private,53,Urban,89,0,89
5650021,PINEVIEW MANOR MHP,Westmoreland,Ground water,100,4,5.7,10.4,Private,56,Urban,38,0,38
5650026,PINE GARDEN APARTMENTS,Westmoreland,Ground water,40,6,5.7,10.4,Private,30,Urban,27,2,29
5650032,MAWC SWEENEY PLANT,Westmoreland,Surface water,150000,8,5.7,10.4,Local government,43228,Urban,15,0,15
5650036,TORRANCE STATE HOSPITAL,Westmoreland,Surface water,997,4,5.7,10.4,State government,26,Urban,23,0,23
5650042,MEADOWS MOBILE HOME PARK,Westmoreland,Ground water,250,3,5.7,10.4,Private,119,Urban,81,6,87
5650049,DERRY BORO MUNI AUTH,Westmoreland,Surface water,6500,6,5.7,10.4,Local government,2538,Urban,10,0,10
5650060,LATROBE MUNI AUTH,Westmoreland,Surface water,30000,5,5.7,10.4,Local government,7756,Urban,11,0,11
5650069,HIGHRIDGE WATER AUTH,Westmoreland,Surface water,16000,11,5.7,10.4,Local government,2850,Urban,4,1,5
5650070,NEW KENSINGTON MUNI AUTH,Westmoreland,Surface water,47800,3,5.7,10.4,Local government,13831,Urban,4,0,4
5650080,LIGONIER TWP MUNI AUTH,Westmoreland,Surface water,3293,4,5.7,10.4,Local government,1317,Urban,4,0,4
5650081,YOUNGSTOWN BORO MUNI AUTH,Westmoreland,Surface water purchased,2715,3,5.7,10.4,Local government,821,Urban,12,0,12
5650095,HILLVIEW ESTATES,Westmoreland,Ground water,40,3,5.7,10.4,Private,23,Urban,267,0,267
5650098,FAIRFIELD MANOR MHP,Westmoreland,Ground water,92,4,5.7,10.4,Private,38,Urban,44,0,44
6120001,DRIFTWOOD BOROUGH,Cameron,Surface water,258,7,2.7,13,Local government,123,Urban,57,7,64
6120002,EMPORIUM WATER COMPANY,Cameron,Surface water,3300,5,2.7,13,Private,1608,Urban,46,3,49
6160001,PA AMERICAN WATER CO CLARION,Clarion,Surface water,16600,4,3.5,18.2,Private,4350,Rural,0,0,0
6160003,EAST BRADY WATER SYSTEM,Clarion,Ground water,1040,6,3.5,18.2,Local government,410,Rural,3,0,3
6160004,FOXBURG AREA WATER & SEWER AUT,Clarion,Ground water,925,6,3.5,18.2,Local government,116,Rural,28,0,28
6160005,KNOX WATER WORKS,Clarion,Ground water,1380,7,3.5,18.2,Local government,633,Rural,4,0,4
6160010,REDBANK VALLEY MUN AUTH,Clarion,Surface water,3150,6,3.5,18.2,Local government,1066,Rural,14,7,21
6160011,PERRYVILLE WATER ASSOCIATION,Clarion,Ground water,120,6,3.5,18.2,Private,67,Rural,5,1,6
6160012,RIMERSBURG BORO MUNI AUTH,Clarion,Ground water purchased,1873,3,3.5,18.2,Local government,797,Rural,1,0,1
6160013,ST PETERSBURG MUNICIPAL WATER,Clarion,Surface water,465,5,3.5,18.2,Local government,195,Rural,37,5,42
6160020,HARTZELL MOBILEHOME PARK,Clarion,Ground water,80,4,3.5,18.2,Private,43,Rural,22,0,22
6160026,HAWTHORN REDBANK REDBANK MA,Clarion,Surface water,1500,6,3.5,18.2,Local government,466,Rural,19,2,21
6160027,CORNER WATER SUPPLY & SERVICE,Clarion,Ground water,2200,4,3.5,18.2,Private,380,Rural,1,0,1
6160030,FRYBURG WATER COMPANY,Clarion,Ground water,490,4,3.5,18.2,Private,187,Rural,0,0,0
6160039,LUCINDA WATER CO,Clarion,Ground water,300,4,3.5,18.2,Private,55,Rural,1,0,1
6160043,FARMINGTON TOWNSHIP,Clarion,Surface water purchased,1150,3,3.5,18.2,Local government,460,Rural,7,0,7
6170004,BURNSIDE BORO WATER SYSTEM,Clearfield,Ground water,325,10,6.6,15,Local government,128,Rural,51,0,51
6170008,CLEARFIELD MUNICIPAL AUTH,Clearfield,Surface water,14000,12,6.6,15,Local government,5551,Rural,7,2,9
6170013,PIKE TWP MUNICIPAL AUTHORITY,Clearfield,Surface water,4500,8,6.6,15,Local government,1956,Rural,7,0,7
6170016,CITY OF DUBOIS WATER DEPART,Clearfield,Surface water,7500,3,6.6,15,Local government,4382,Rural,5,0,5
6170018,COUNTRY PLACE MHP,Clearfield,Ground water,225,7,6.6,15,Private,90,Rural,28,1,29
6170021,GRAMPIAN BORO PENN TWP MA,Clearfield,Surface water purchased,1400,3,6.6,15,Local government,485,Rural,0,0,0
6170023,HOUTZDALE MUNICIPAL AUTHORITY,Clearfield,Surface water,8410,13,6.6,15,Local government,2729,Rural,5,0,5
6170024,HUSTON TWP MUNI AUTH,Clearfield,Surface water purchased,960,7,6.6,15,Local government,320,Rural,3,0,3
6170025,IRVONA MUNICIPAL AUTHORITY,Clearfield,Surface water,1980,6,6.6,15,Local government,581,Rural,51,0,51
6170034,UNION TWP MUNICIPAL AUTHORITY,Clearfield,Surface water purchased,450,4,6.6,15,Local government,240,Rural,0,0,0
6170036,BRADY TWP WATER ASSOCIATION,Clearfield,Ground water,1570,7,6.6,15,Private,900,Rural,1,1,2
6170040,WESTOVER MUNICIPAL AUTHORITY,Clearfield,Surface water,456,3,6.6,15,Local government,160,Rural,104,3,107
6170041,COOPER TWP MUNICIPAL AUTH,Clearfield,Surface water,3700,5,6.6,15,Local government,1545,Rural,22,0,22
6170045,COVINGTON KARTHAUS GIRARD A A,Clearfield,Ground water,1700,6,6.6,15,Local government,670,Rural,9,0,9
6170048,AQUA PA INC TREASURE LAKE DIV,Clearfield,Ground water,4155,20,6.6,15,Private,1869,Rural,6,1,7
6170052,BECCARIA COALPORT IRVONA M A,Clearfield,Ground water,1850,4,6.6,15,Local government,646,Rural,6,0,6
6170053,SANDY TOWNSHIP,Clearfield,Surface water purchased,1828,2,6.6,15,Local government,800,Rural,3,0,3
6170345,QUEHANNA MOTIVATIONAL BOOTCAMP,Clearfield,Ground water,430,4,6.6,15,State government,5,Rural,24,0,24
6200002,MITCHELL LAKE MOBILE HOME PARK,Crawford,Ground water,100,7,4.8,14.7,Private,75,Rural,5,0,5
6200003,CAMBRIDGE AREA JOINT AUTH,Crawford,Surface water purchased,225,13,4.8,14.7,Local government,84,Rural,6,1,7
6200004,CAMBRIDGE SPRINGS BOROUGH,Crawford,Surface water,2363,3,4.8,14.7,Local government,713,Rural,25,0,25
6200006,SUGARCREEK MHP,Crawford,Ground water,50,5,4.8,14.7,Private,24,Rural,59,0,59
6200008,COCHRANTON BORO WATER DEPT,Crawford,Ground water,1400,6,4.8,14.7,Local government,583,Rural,10,0,10
6200010,HARDWOOD ESTATES,Crawford,Ground water,61,3,4.8,14.7,Private,29,Rural,282,3,285
6200013,PENN LAKE VILLAGE MHP,Crawford,Ground water,50,3,4.8,14.7,Private,47,Rural,19,2,21
6200014,AQUA PA CRAWFORD DIV,Crawford,Ground water,1240,8,4.8,14.7,Private,1152,Rural,0,1,1
6200015,CONNEAUT LAKE BOROUGH WTP,Crawford,Ground water,780,5,4.8,14.7,Local government,380,Rural,4,0,4
6200018,CONNEAUT LAKE PARK WATER,Crawford,Ground water,250,4,4.8,14.7,Private,200,Rural,12,0,12
6200020,HYDETOWN PARK EAST,Crawford,Ground water,20,3,4.8,14.7,Private,15,Rural,17,1,18
6200023,COUNTRY ACRES TRAILER COURT,Crawford,Ground water,70,3,4.8,14.7,Private,40,Rural,144,0,144
6200027,LINESVILLE MUNICIPAL AUTHORITY,Crawford,Ground water,1600,10,4.8,14.7,Local government,550,Rural,3,0,3
6200028,COUNTRYSIDE MHP,Crawford,Ground water,72,4,4.8,14.7,Private,36,Rural,34,0,34
6200031,LAKEVIEW MANOR MHP,Crawford,Ground water,150,8,4.8,14.7,Private,72,Rural,11,0,11
6200033,CRESTVIEW MOBILE HOME PARK,Crawford,Ground water,35,3,4.8,14.7,Private,42,Rural,35,1,36
6200035,MEADVILLE HOUSING NORTHGATE,Crawford,Ground water,256,4,4.8,14.7,Private,73,Rural,0,0,0
6200036,MEADVILLE AREA WATER AUTHORITY,Crawford,Ground water,17339,12,4.8,14.7,Local government,5265,Rural,4,0,4
6200037,DENNY RIDGE MOBILE HOME PARK,Crawford,Ground water,65,5,4.8,14.7,Private,25,Rural,36,0,36
6200039,WOODLANDS MOBILE HOME PARK,Crawford,Ground water,175,7,4.8,14.7,Private,105,Rural,4,0,4
6200040,STAR ROUTE ESTATES,Crawford,Ground water,52,5,4.8,14.7,Private,49,Rural,6,1,7
6200043,SAEGERTOWN BOROUGH,Crawford,Ground water,1500,19,4.8,14.7,Local government,398,Rural,74,1,75
6200044,FOUNTAIN HOUSE TRAILER COURT,Crawford,Ground water,119,6,4.8,14.7,Private,67,Rural,18,0,18
6200046,PARKWOOD MHP,Crawford,Ground water,100,4,4.8,14.7,Public/Private,32,Rural,6,1,7
6200049,HAYFIELD ESTATES MOBILE HOME P,Crawford,Ground water,180,4,4.8,14.7,Private,82,Rural,8,0,8
6200050,SPRINGBORO AREA WATER AUTH,Crawford,Ground water,1175,4,4.8,14.7,Local government,289,Rural,7,0,7
6200051,TITUSVILLE MUNICIPAL WATER,Crawford,Ground water,6146,12,4.8,14.7,Local government,2647,Rural,1,0,1
6200052,HYDETOWN PARK WEST,Crawford,Ground water,23,3,4.8,14.7,Private,22,Rural,3,0,3
6200053,TITUSVILLE ESTATES,Crawford,Ground water,45,6,4.8,14.7,Private,22,Rural,42,5,47
6200054,AMES TRAILER COURT,Crawford,Ground water,36,6,4.8,14.7,Private,38,Rural,60,0,60
6200062,GUYS MILLS MUTUAL WATER ASSOC,Crawford,Ground water,110,4,4.8,14.7,Private,35,Rural,7,4,11
6200063,WOODLAND HEIGHTS APARTMENTS,Crawford,Ground water,100,4,4.8,14.7,Private,49,Rural,3,0,3
6200066,TIMBERCREST APARTMENTS,Crawford,Ground water,144,5,4.8,14.7,Private,102,Rural,6,0,6
6200067,FOREST GREEN ESTATES,Crawford,Ground water,225,4,4.8,14.7,Public/Private,151,Rural,32,0,32
6200071,AUTUMN HILLS WATER COMPANY,Crawford,Ground water,338,4,4.8,14.7,Private,100,Rural,7,1,8
6200072,VERNON TWP WATER AUTHORITY,Crawford,Ground water purchased,1400,5,4.8,14.7,Local government,468,Rural,1,1,2
6200074,EAGLE CREST MANOR MHP,Crawford,Ground water,65,3,4.8,14.7,Private,18,Rural,17,0,17
6200076,PINEDALE MOBILE HOME PARK,Crawford,Ground water,90,4,4.8,14.7,Private,37,Rural,7,0,7
6200078,ELDERBERRY MHP,Crawford,Ground water,50,4,4.8,14.7,Private,21,Rural,70,0,70
6240005,JAY TWP WATER AUTHORITY,Elk,Surface water,1775,7,2.4,8.8,Local government,710,Rural,32,0,32
6240006,HIGHLAND TWP MUNICIPAL AUTH,Elk,Ground water,286,7,2.4,8.8,Local government,120,Rural,9,1,10
6240007,JOHNSONBURG MUNICIPAL AUTH,Elk,Surface water,2900,10,2.4,8.8,Local government,1462,Rural,46,4,50
6240008,TOBY WATER,Elk,Surface water,511,6,2.4,8.8,Local government,161,Rural,3,3,6
6240012,RIDGWAY BOROUGH WATER SYSTEM,Elk,Surface water,4700,3,2.4,8.8,Local government,1962,Rural,4,0,4
6240016,ST MARYS AREA WATER AUTH,Elk,Surface water,22000,3,2.4,8.8,Local government,7236,Rural,2,1,3
6240020,JONES TWP MUNICIPAL AUTHORITY,Elk,Ground water,396,12,2.4,8.8,Local government,214,Rural,30,0,30
6240022,RIDGWAY TWP WATER AUTH,Elk,Surface water purchased,1763,2,2.4,8.8,Local government,666,Rural,3,2,5
6250004,WEST SPRINGFIELD MOBILE HM PK,Erie,Ground water,80,7,14.5,16.7,Private,41,Urban,4,0,4
6250005,SPRINGFIELD VILLAGE,Erie,Ground water,80,5,14.5,16.7,Private,35,Urban,35,2,37
6250007,ALBION BOROUGH,Erie,Ground water,5731,15,14.5,16.7,Local government,772,Urban,16,1,17
6250008,WARNER MOBILE HOME PARK,Erie,Ground water,88,5,14.5,16.7,Private,35,Urban,0,0,0
6250012,MUNICIPAL AUTHORITY OF CORRY,Erie,Ground water,7800,10,14.5,16.7,Local government,3254,Urban,1,2,3
6250014,EDWARDS MOBILE HOME PARK,Erie,Ground water,97,5,14.5,16.7,Private,48,Urban,33,0,33
6250017,LOVETTS MOBILE HOME PARK,Erie,Ground water,78,5,14.5,16.7,Private,30,Urban,1,0,1
6250018,EDINBORO MH VILLAGE SOUTH,Erie,Ground water,80,6,14.5,16.7,Private,53,Urban,21,0,21
6250019,EDINBORO MH VILLAGE NORTH,Erie,Ground water,6,6,14.5,16.7,Private,21,Urban,4,0,4
6250020,MAJESTIC HEIGHTS,Erie,Ground water,70,6,14.5,16.7,Private,42,Urban,34,0,34
6250021,WINDSOR MOBILEHOME PARK,Erie,Ground water,70,7,14.5,16.7,Private,30,Urban,38,0,38
6250022,EDINBORO WATER AUTHORITY,Erie,Ground water,7800,7,14.5,16.7,Local government,1600,Urban,6,0,6
6250023,SUNNY ACRES MOBILEHOME PARK,Erie,Ground water,60,3,14.5,16.7,Private,31,Urban,6,1,7
6250028,ERIE CITY WATER AUTHORITY,Erie,Surface water,220001,20,14.5,16.7,Local government,60000,Urban,67,0,67
6250035,PALMER SHORE WATER,Erie,Ground water,147,4,14.5,16.7,Private,47,Urban,99,1,100
6250038,OLD ORCHARD SUBDIVISION,Erie,Ground water,98,3,14.5,16.7,Private,46,Urban,37,0,37
6250039,LAKESHORE WATER ASSN,Erie,Surface water purchased,800,6,14.5,16.7,Private,309,Urban,9,0,9
6250042,VLASION MOBILE HOME PARK,Erie,Ground water,100,6,14.5,16.7,Private,73,Urban,7,2,9
6250044,CROSS STATION MOBILE HOME PARK,Erie,Ground water,89,9,14.5,16.7,Private,37,Urban,9,0,9
6250046,IMPERIAL POINT WATER SERVICE,Erie,Ground water,1200,7,14.5,16.7,Private,498,Urban,36,0,36
6250049,GIRARD BORO WATER DEPT,Erie,Ground water,3301,12,14.5,16.7,Local government,1265,Urban,52,1,53
6250053,PEACEFUL ACRES TRAILERS,Erie,Ground water,165,3,14.5,16.7,Private,67,Urban,32,0,32
6250055,COUNTRY GARDENS TRAILER COURT,Erie,Ground water,150,4,14.5,16.7,Private,74,Urban,2,0,2
6250056,LAKE CITY BORO MUNIC WATER,Erie,Ground water,3267,7,14.5,16.7,Local government,1322,Urban,2,0,2
6250061,NORTH EAST BOROUGH WATER DEPT,Erie,Surface water,4601,8,14.5,16.7,Local government,1726,Urban,0,0,0
6250064,UNION CITY MUNICIPAL AUTHORITY,Erie,Surface water,3623,3,14.5,16.7,Local government,1246,Urban,32,1,33
