PWS_ID,PWS_Name,County_Name,Ownership,Primary_Source,Population,Number_of_Facilities,Percent_Below_Poverty_Line,Percent_Minority,Percent_AfricanAmerican,Percent_Hispanic,Owner_Type,Service_Connections_Count,Urban_Rural,Violations_Not_HealthBased,Violations_Yes_HealthBased,All_Violations
5030021,COWANSHANNOCK TWP MUNI AUTH MARGARET,Armstrong,Authority,Ground water,95,7,4.545454545,0,0,0,Local government,34,Rural,10,0,10
5030022,COWANSHANNOCK TWP MUNI AUTH SAGAMORE,Armstrong,Authority,Ground water,300,4,3.652968037,1.826484018,0,0.228310502,Local government,115,Rural,15,0,15
5030024,MAHONING TWP MUNI AUTH,Armstrong,Auth Leases Bk To Mun(Pu),Surface water purchased,900,2,3.140495868,3.140495868,0.165289256,0.826446281,Local government,346,Rural,18,2,20
5030025,PARKS TWP MUNI WATER AUTH,Armstrong,Authority - (Purchases),Surface water purchased,2114,2,3.874184887,6.098964327,4.75642501,0.537015727,Local government,553,Rural,3,0,3
5030027,WORTHINGTON W FRANKLIN JT MUNI AUTH,Armstrong,Authority,Ground water,1500,10,4.077849861,1.019462465,0,0.185356812,Local government,507,Rural,1,1,2
5030034,SUGAR CREEK REST HOME,Armstrong,Institutional Health,Ground water,176,4,0,0,0,0,Private,14,Rural,4,0,4
5030037,BRADYS BEND W AND S AUTH,Armstrong,Authority,Groundwater under influence of surface water,625,6,2.673796791,5.347593583,2.673796791,1.069518717,Local government,151,Rural,7,0,7
5030043,KITTANNING SUB JT WATER AUTH,Armstrong,Authority,Surface water,8000,6,2.562519296,1.00339611,0.200679222,0.185242359,Local government,2103,Rural,8,0,8
5030045,WEST KITTANNING MUNI AUTH,Armstrong,Authority - (Purchases),Surface water purchased,2000,3,2.724358974,0.721153846,0.080128205,0.080128205,Local government,623,Urban,7,0,7
5030047,COWANSHANNOCK TWP MUNI AUTH YATESBORO,Armstrong,Authority,Ground water,1200,5,3.768115942,1.739130435,0,0.289855072,Local government,287,Rural,9,0,9
5030049,SOUTH BUFFALO TWP MUNI AUTH,Armstrong,Authority - (Purchases),Surface water purchased,1214,4,1.898734177,0.460299194,0.115074799,0.230149597,Local government,313,Rural,12,2,14
5040002,HARSHBARGERS MHP,Beaver,Mobile Home Park,Groundwater under influence of surface water,90,8,3.448275862,2.586206897,0,0.862068966,Private,48,Rural,36,4,40
5040006,ALIQUIPPA MUNI WATER AUTH,Beaver,Authority,Ground water,14250,14,8.254550586,29.43417525,25.63143784,2.003668689,Local government,6154,Urban,33,2,35
5040007,CENTER TWP WATER AUTH,Beaver,Authority,Surface water,19000,9,3.241452739,7.157222288,3.690997279,1.762687803,Local government,4819,Urban,65,3,68
5040008,AMBRIDGE BORO WATER AUTH,Beaver,Authority,Surface water,19500,5,5.909211574,12.34404035,7.103796124,1.661799841,Local government,7307,Urban,4,1,5
5040009,BEAVER BORO MUNI AUTH,Beaver,Authority,Ground water,5799,7,6.170118995,6.63287792,1.366240635,2.093433231,Local government,1828,Urban,44,0,44
5040010,NORTH SEWICKLEY TWP MUNI AUTH,Beaver,Authority - (Purchases),Surface water purchased,4578,8,5.243024302,3.307830783,0.562556256,0.0450045,Local government,1780,Rural,5,0,5
5040011,PINEHURST ESTATES MHP,Beaver,Mobile Home Park,Ground water,130,4,3.076923077,4.102564103,1.025641026,1.538461538,Private,87,Urban,3,0,3
5040012,BEAVER FALLS MUNI AUTH,Beaver,Authority,Surface water,50000,6,5.759113335,12.59616059,7.031122127,1.388921365,Local government,16528,Rural,62,2,64
5040017,BRIGHTON TWP MUNI AUTH,Beaver,Authority - (Purchases),Ground water purchased,7920,7,3.176652893,4.429235537,1.278409091,2.091942149,Local government,3045,Rural,0,0,0
5040018,ANKROM ACRES MHP,Beaver,Mobile Home Park,Ground water,24,4,0,0,0,0,Private,28,Rural,129,1,130
5040019,INDEPENDENCE PARK,Beaver,Mobile Home Park,Ground water,225,11,3.361344538,4.201680672,0.840336134,1.260504202,Private,90,Rural,60,2,62
5040022,CONWAY BORO,Beaver,Authority - (Purchases),Surface water purchased,2176,5,2.866779089,2.951096121,1.011804384,1.011804384,Local government,995,Urban,1,0,1
5040026,COLONIAL GLENN ESTATES,Beaver,Mobile Home Park,Ground water,50,5,0,0,0,0,Private,29,Rural,30,1,31
5040028,KNOB VUE ESTATES,Beaver,Mobile Home Park,Ground water,150,16,2.631578947,1.315789474,0,0,Private,100,Urban,3,0,3
5040035,SUNRISE MHP,Beaver,Mobile Home Park,Ground water,90,8,2.325581395,4.651162791,0,2.325581395,Private,28,Rural,45,0,45
5040036,INDUSTRY MUNI AUTH,Beaver,Authority,Ground water,1865,5,2.435192459,3.849175177,0.392772977,2.435192459,Local government,699,Rural,2,0,2
5040038,MIDLAND MUNI AUTH,Beaver,Auth Leases Back To Mun,Surface water,3100,3,11.99534161,33.69565217,21.97204969,7.142857143,Local government,1006,Urban,46,12,58
5040039,MONACA MUNI WATERWORKS,Beaver,Municipal,Ground water,6500,9,6.574517101,4.093567251,0.248094985,0.4784689,Local government,2476,Urban,33,0,33
5040044,OHIOVILLE BORO MUNI AUTH,Beaver,Authority - (Purchases),Ground water purchased,2645,7,3.827751196,2.296650718,1.435406699,0,Local government,998,Rural,3,3,6
5040048,FOREST BROOK MHP,Beaver,Mobile Home Park,Surface water purchased,200,16,2.666666667,1.333333333,0,0,Private,131,Urban,1,0,1
5040049,WHISPERING WOODS,Beaver,Mobile Home Park,Ground water,66,4,0,0,0,0,Private,38,Rural,8,0,8
5040050,PENN HILLS EST OF ROCHESTER PA,Beaver,Mobile Home Park,Ground water,27,7,0,0,0,0,Private,25,Urban,245,0,245
5040051,LITTLE CREEK ESTATES MHP,Beaver,Mobile Home Park,Ground water,70,4,3.333333333,0,0,0,Private,35,Urban,6,0,6
5040055,VANPORT TWP MUNI AUTH,Beaver,Municipal,Ground water,1450,9,3.559602649,3.062913907,1.986754967,0.662251656,Local government,314,Urban,0,0,0
5040056,SKY VIEW TERRACE MHP,Beaver,Mobile Home Park,Ground water,50,5,0,0,0,0,Private,30,Rural,29,1,30
5040059,GLASGOW MUNI WATERWORKS,Beaver,Municipal,Ground water,55,5,3.636363636,1.818181818,1.818181818,0,Local government,19,Urban,59,1,60
5040063,CRESWELL HEIGHTS JT AUTH,Beaver,Authority,Ground water,15000,12,3.176480527,3.759398496,1.59668835,1.08980316,Local government,5714,Urban,3,1,4
5040078,COLE MHP,Beaver,Mobile Home Park,Ground water,70,5,3.846153846,3.846153846,1.923076923,1.923076923,Private,40,Rural,27,1,28
5040080,BADEN BORO WATER DEPT,Beaver,Municipal - (Purchases),Surface water purchased,4377,4,4.263667277,7.768767983,3.112738687,0.156944808,Local government,1644,Urban,13,0,13
5040085,NEW SEWICKLEY TWP MUNI AUTH,Beaver,Authority - (Purchases),Surface water purchased,2025,7,2.630385488,1.179138322,0.272108844,0.136054422,Local government,829,Urban,4,1,5
5040086,SHIPPINGPORT BORO,Beaver,Municipal - (Purchases),Surface water purchased,222,3,2.422145329,6.055363322,0,1.903114187,Local government,97,Rural,6,2,8
5040087,MARION TWP,Beaver,Municipal - (Purchases),Surface water purchased,700,4,5.252525253,1.818181818,0.202020202,0,Local government,121,Rural,4,0,4
5100004,WOODBINE OAKS MHP,Butler,Mobile Home Park,Ground water,80,7,0,5.555555556,0,0,Private,35,Rural,23,0,23
5100008,PORT O CALL REC CLUB,Butler,Mobile Home Park,Ground water,286,5,2.34375,2.34375,0,0.78125,Public/Private,155,Rural,3,0,3
5100009,ROLLING VALLEY ESTATES MHP,Butler,Mobile Home Park,Ground water,180,6,5.714285714,7.619047619,0.952380952,1.904761905,Private,76,Urban,1,0,1
5100012,PA AMER WATER CO BUTLER DIST,Butler,Private Investor Owned,Surface water,43044,10,5.597285689,5.15013042,1.735668478,1.400302026,Private,16871,Rural,0,0,0
5100015,PINEHURST MANOR MHP,Butler,Mobile Home Park,Ground water,95,4,6.060606061,3.03030303,0,1.515151515,Private,50,Rural,1,0,1
5100017,BEACON LITE MOBILE ESTATES,Butler,Mobile Home Park,Ground water,120,4,6.451612903,3.225806452,0,0,Private,51,Rural,34,3,37
5100018,SANDY HILL ESTATES MHP,Butler,Mobile Home Park,Ground water,300,7,1.724137931,0.862068966,0,0.862068966,Private,111,Rural,68,1,69
5100025,CONCORDIA LUTHERAN HOME,Butler,Apartments,Ground water,950,6,3.797468354,0.421940928,0,0,Private,5,Urban,13,1,14
5100026,BERNIES MHP,Butler,Mobile Home Park,Ground water,170,4,5.384615385,1.538461538,0,0,Private,75,Urban,36,0,36
5100029,CHICORA BORO WATER CO,Butler,Municipal,Ground water,1100,6,3.271537623,1.799345692,0.163576881,1.145038168,Local government,480,Rural,4,1,5
5100033,EVANS CITY WATER & SEWER AUTH,Butler,Authority - (Purchases),Surface water purchased,2400,7,1.941747573,1.308569016,0,0,Local government,769,Urban,9,2,11
5100036,COYLESVILLE COURT MHP,Butler,Mobile Home Park,Ground water,98,5,0,0,0,0,Private,34,Rural,13,2,15
5100037,CRYSTAL SPRINGS MHP,Butler,Mobile Home Park,Ground water,34,5,4.761904762,4.761904762,4.761904762,0,Private,14,Rural,7,2,9
5100040,PINE VALLEY ESTATES,Butler,Mobile Home Park,Ground water,98,12,3.921568627,0,0,0,Private,78,Rural,65,1,66
5100042,HARMONY BORO WATER AUTH,Butler,Authority,Surface water,6669,6,5.295950156,1.059190031,0.186915888,0.249221184,Local government,647,Urban,11,0,11
5100043,PERRY LAKE ESTS,Butler,Mobile Home Park,Ground water,44,6,6.666666667,0,0,0,Private,22,Rural,39,1,40
5100045,AUTUMN GROVE CARE CTR,Butler,Institutional Health,Ground water,238,5,0,0,0,0,Private,1,Urban,1,0,1
5100049,MARS BORO WATERWORKS,Butler,Municipal,Ground water,1956,10,1.911667765,6.591957811,1.252471984,1.38431114,Local government,635,Urban,7,1,8
5100050,CRANBERRY VILLAGE INC,Butler,Mobile Home Park,Surface water purchased,324,5,7.258064516,12.90322581,0.403225806,0,Private,141,Urban,3,0,3
5100054,LAKE ARTHUR ESTATES,Butler,Mobile Home Park,Ground water,460,7,2.167182663,3.715170279,0,2.167182663,Private,309,Rural,12,3,15
5100055,ROBINSONS MHP,Butler,Mobile Home Park,Ground water,36,9,0,0,0,0,Private,46,Rural,489,0,489
5100062,GULICK MHP,Butler,Mobile Home Park,Ground water,78,3,5.970149254,1.492537313,0,0,Private,43,Rural,8,1,9
5100071,MAPLE MANOR MHP,Butler,Mobile Home Park,Ground water,70,3,0,0,0,0,Private,30,Rural,14,1,15
5100079,SLIPPERY ROCK MUNI AUTH,Butler,Authority,Ground water,15778,9,34.19345742,10.20868584,3.694303441,1.395939086,Local government,1981,Urban,13,0,13
5100084,VILLA VISTA ESTATES,Butler,Mobile Home Park,Ground water,230,8,1.98019802,0.99009901,0,0.99009901,Private,108,Urban,42,1,43
5100087,CUPEC MOBILE ESTATES,Butler,Mobile Home Park,Ground water,68,3,5.555555556,5.555555556,0,0,Private,35,Rural,17,0,17
5100093,ZELIENOPLE BORO WATER DEPT,Butler,Municipal - (Purchases),Surface water purchased,4123,7,5.782621859,1.120193763,0.060551014,0.272479564,Local government,1815,Urban,30,0,30
5100094,CRANBERRY TWP,Butler,Municipal - (Purchases),Surface water purchased,36930,15,1.948095948,6.508334463,0.830058273,1.643176582,Local government,9900,Urban,1,0,1
5100099,MARION TWP WTP,Butler,Association - Co-Op,Ground water,210,4,1.801801802,2.702702703,0.45045045,0.900900901,Local government,70,Rural,5,1,6
5100104,FRANKLIN MOBILE HOME VILLAGE,Butler,Mobile Home Park,Ground water,150,7,2.083333333,4.166666667,0,2.083333333,Private,92,Urban,1,0,1
5100105,CORAL RIDGE ESTATE,Butler,Mobile Home Park,Ground water,200,5,0,0,0,0,Private,54,Urban,66,0,66
5100121,SUMMIT ACADEMY,Butler,Institutional Education,Ground water,350,5,4.255319149,4.255319149,4.255319149,0,Private,4,Urban,12,2,14
5100125,PINE HAVEN HOME,Butler,Institutional Health,Ground water,60,4,0,0,0,0,Private,5,Rural,48,0,48
5100126,WESLEYS HIDEAWAY,Butler,Mobile Home Park,Ground water,50,4,7.142857143,7.142857143,7.142857143,0,Private,22,Rural,1,0,1
5100132,COLONIAL GARDENS,Butler,Institutional Health,Ground water,28,3,0,0,0,0,Public/Private,1,Rural,38,0,38
5100133,CHERRY HILL CORP,Butler,Institutional Health,Ground water,90,4,0,0,0,0,Private,1,Rural,8,1,9
5100135,SEVEN FIELDS BORO,Butler,Municipal - (Purchases),Surface water purchased,2800,4,1.188265874,8.466394356,0.77979948,1.745265503,Local government,1375,Urban,11,0,11
5100140,SUTTON MHP INC,Butler,Mobile Home Park,Ground water,125,4,0,0,0,0,Private,50,Rural,39,0,39
5100141,MUNICIPAL WATER AUTH ADAMS TWP (MWAAT),Butler,Authority - (Purchases),Surface water purchased,8590,9,1.406593407,6.637362637,0.571428571,1.230769231,Local government,2800,Urban,1,0,1
5100143,YOUNGS MHP,Butler,Mobile Home Park,Ground water,95,4,5,5,0,0,Private,37,Rural,6,0,6
5100145,STONEWORTH APTS WTP,Butler,Apartments,Ground water,150,4,0,0,0,0,Private,5,Rural,62,0,62
5100147,PETROLEUM VALLEY REGIONAL WATER AUTH,Butler,Authority - (Purchases),Ground water purchased,2500,2,2.764976959,3.917050691,2.304147465,0.460829493,Local government,814,Rural,4,0,4
5100424,MEADOW MANOR,Butler,Apartments,Ground water,54,6,5,0,0,0,Private,3,Rural,13,2,15
5100869,BRADY HILLS MHP,Butler,Mobile Home Park,Ground water,400,9,2.290076336,6.106870229,1.526717557,2.290076336,Private,175,Rural,8,1,9
5260004,BELLE VERNON MUNI AUTH,Fayette,Authority,Surface water purchased,6000,6,5.653450808,6.118453255,2.447381302,1.713166911,Local government,2377,Urban,35,4,39
5260005,PA AMER WATER CO BROWNSVILLE DIST,Fayette,Private Investor Owned,Surface water,11890,9,6.226021404,16.85400821,10.02221175,2.416369388,Private,5175,Rural,1,1,2
5260006,PLEASANT VALLEY WATER AUTH,Fayette,Authority - (Purchases),Surface water purchased,3630,8,4.385049071,1.231989977,0.041762372,0.313217791,Local government,1528,Rural,9,1,10
5260007,FAIRCHANCE BORO,Fayette,Municipal,Surface water,2174,8,6.081468732,3.843947217,1.950659782,0.401606426,Local government,1201,Urban,19,4,23
5260009,WASHINGTON TWP MUNI AUTH FAYETTE CNTY,Fayette,Authority,Surface water,9100,11,3.632614213,4.933375635,1.871827411,0.999365482,Local government,3321,Urban,11,5,16
5260011,INDIAN CREEK VALLEY WATER AUTH,Fayette,Authority,Surface water,7000,15,4.995237591,1.799132183,0.063498783,0.476240872,Local government,2566,Rural,102,0,102
5260013,MASONTOWN BORO WATERWORKS,Fayette,Municipal,Surface water purchased,4275,5,8.226736895,9.78179082,4.364183597,0.852771507,Local government,1875,Urban,9,1,10
5260014,NEWELL MUNI AUTH,Fayette,Authority,Surface water,520,3,2.755905512,3.805774278,0.787401575,2.099737533,Local government,264,Rural,21,2,23
5260017,POINT MARION BORO WATER SVC,Fayette,Municipal,Surface water,1110,3,4.966887417,1.545253863,0.331125828,0.883002208,Local government,515,Rural,28,2,30
5260019,NORTH FAYETTE CNTY MUNI AUTH,Fayette,Authority,Surface water,35409,11,5.403273516,4.607901137,1.820811148,0.680339184,Local government,14698,Rural,2,0,2
5260020,PA AMER WATER CO UNIONTOWN DIST,Fayette,Priv Investr Owned-(Pu),Surface water purchased,23125,13,8.173095014,11.95108184,7.070555033,0.824082785,Private,9132,Rural,0,0,0
5260022,PA AMER WATER CO CONNELLSVILLE DIST,Fayette,Priv Investr Owned-(Pu),Surface water purchased,11425,12,6.604234528,6.604234528,2.263843648,1.539087948,Private,4687,Urban,0,0,0
5260027,ALBERT GALLATIN MUNI AUTH,Fayette,Authority,Surface water,2905,3,4.978510029,1.575931232,0.358166189,0.859598854,Local government,1165,Rural,14,8,22
5260032,MOUNTAIN WATER ASSN,Fayette,Association - Co-Op,Surface water purchased,3400,7,5.894864783,1.640838651,0.668489821,0.486174415,Private,1474,Rural,7,0,7
5260034,JEFFERSON TWP AUTH,Fayette,Authority - (Purchases),Surface water purchased,1266,6,2.761627907,3.924418605,0.872093023,2.034883721,Local government,523,Rural,18,1,19
5260042,NEW MEADOW RUN,Fayette,Institutional Education,Ground water,300,4,5.319148936,1.063829787,0,0,Public/Private,17,Rural,5,1,6
5260043,SPRING VALLEY BRUDERHOF,Fayette,Association - Co-Op,Ground water,250,3,5.681818182,1.136363636,0,0,Public/Private,17,Rural,6,0,6
5260045,NEMACOLIN WOODLANDS,Fayette,Institutional Recreational,Ground water,1300,10,5.454545455,0.64171123,0,0,Private,42,Rural,16,0,16
5260048,NATL PIKE WATER AUTH,Fayette,Authority,Ground water,2800,4,5.660377358,1.886792453,0,1.886792453,Local government,911,Rural,11,0,11
5300005,CARMICHAELS BORO MUNI AUTH,Greene,Authority,Surface water,4700,5,5.186896262,4.115917682,0.16799664,1.742965141,Local government,1600,Rural,8,0,8
5300007,DUNKARD VALLEY JT MUNI AUTH,Greene,Authority,Surface water,1233,7,3.751465416,3.399765533,0.351699883,0.82063306,Local government,493,Rural,19,1,20
5300012,EAST DUNKARD WATER ASSN,Greene,Association - Co-Op,Surface water,3962,4,4.12979351,3.310390036,0.32776139,0.852179613,Local government,1803,Rural,28,0,28
5300015,MT MORRIS W AND S AUTH,Greene,Authority - (Purchases),Surface water purchased,1500,5,3.169811321,2.264150943,0.301886792,0.905660377,Local government,464,Rural,4,5,9
5300017,SOUTHWESTERN PA WATER AUTH,Greene,Authority,Surface water,40000,12,6.115269882,11.78308099,7.288793831,2.389260989,Local government,12187,Rural,5,2,7
5320006,BLAIRSVILLE MUNI AUTH,Indiana,Authority,Surface water,3600,7,5.148116192,6.241012367,2.214552775,1.438021283,Local government,1859,Urban,42,1,43
5320007,ICMSA CHERRY TREE SYSTEM,Indiana,Authority,Surface water,400,5,4.616998951,2.41343127,0.314795383,0.839454355,Local government,156,Rural,29,13,42
5320009,CLYMER BORO MUNI AUTH,Indiana,Authority,Ground water,1700,4,4.207758054,3.550295858,0.525969757,1.972386588,Local government,774,Rural,5,0,5
5320010,GREEN TWP MUNI AUTH BARR SLOPE,Indiana,Auth Leases Back To Mun,Ground water,285,5,5.527638191,4.020100503,1.507537688,2.010050251,Local government,77,Rural,45,0,45
5320011,GREEN TWP MUNI AUTH COMMODORE,Indiana,Auth Leases Back To Mun,Ground water,350,5,5.86797066,4.400977995,1.466992665,2.200488998,Local government,128,Rural,91,0,91
5320016,GLEN CAMPBELL MUNI WATERWORKS,Indiana,Municipal,Ground water,260,3,3.097345133,2.212389381,0.884955752,0.884955752,Local government,110,Rural,44,0,44
5320017,HILLSDALE NURSING AND REHAB CTR,Indiana,Institutional Health,Ground water,100,3,0,0,0,0,Private,1,Rural,7,0,7
5320025,PA AMER WATER CO INDIANA DIST,Indiana,Private Investor Owned,Surface water,22360,3,18.60119645,10.68374353,4.749668768,1.758541775,Private,7500,Urban,1,0,1
5320029,GREEN TWP MA COOKPORT,Indiana,Authority,Ground water,285,4,5.896226415,4.481132075,1.41509434,2.122641509,Local government,150,Rural,235,0,235
5320034,ICMSA ROSSITER SYSTEM,Indiana,Authority,Surface water,500,3,3.125,1.973684211,0.986842105,0.822368421,Local government,183,Rural,5,4,9
5320040,CENTRAL INDIANA CNTY WATER AUTH,Indiana,Authority,Surface water,4635,3,3.836094159,1.859924441,0.174367916,0.871839582,Local government,2135,Urban,6,0,6
5320041,ICMSA ARCADIA SYSTEM,Indiana,Authority,Surface water,100,4,4.787234043,2.127659574,0,0.531914894,Local government,29,Rural,10,9,19
5320042,ICMSA PINE TWP SYSTEM,Indiana,Authority,Ground water,1932,5,4.281345566,0.713557594,0.101936799,0.203873598,Local government,416,Rural,8,2,10
5320046,ICMSA LUZERNE SYSTEM,Indiana,Authority - (Purchases),Surface water purchased,625,2,4.143646409,0.276243094,0,0.276243094,Local government,248,Rural,4,0,4
5320048,ICMSA COY SYSTEM,Indiana,Authority - (Purchases),Surface water purchased,650,2,4.545454545,0,0,0,Local government,260,Rural,4,0,4
5320109,ICMSA CROOKED CREEK SYSTEM,Indiana,Authority,Surface water,9400,14,4.06710727,5.287239451,0.406710727,0.279613625,Local government,2921,Rural,41,0,41
5320332,CRYSTAL WATERS INC,Indiana,Institutional Health,Ground water,80,3,0,0,0,0,Private,1,Rural,89,4,93
5630030,BENTLEYVILLE MUNI AUTH,Washington,Authority - (Purchases),Surface water purchased,2600,3,6.006419074,5.914718019,1.192113709,0.596056855,Local government,1087,Rural,8,0,8
5630039,CHARLEROI BORO AUTH,Washington,Authority,Surface water,27000,12,7.293756135,11.74512398,7.66932696,1.318765738,Local government,12305,Rural,62,8,70
5630044,ELLSWORTH BORO,Washington,Municipal - (Purchases),Surface water purchased,1250,6,5.710955711,5.710955711,1.048951049,0.582750583,Local government,541,Urban,23,5,28
5630045,TRI COUNTY JT MUNI AUTH,Washington,Auth Leases Back To Mun,Surface water,10100,4,4.88993943,7.386615453,4.033092037,1.211404934,Local government,3400,Rural,93,41,134
